Age,Conc_tricaine,Recovery,Not_SM_or_TR,Length
50,0.009,1,1,20
50,0.009,1,1,12
50,0.009,1,1,18
50,0.009,1,1,17
50,0.009,1,1,21
50,0.009,1,1,17
50,0.009,1,1,15
50,0.009,0,1,18
50,0.009,1,1,15.5
50,0.009,1,1,18
50,0.009,1,1,15.5
50,0.009,1,1,20
50,0.009,1,1,17
50,0.009,0,1,14
50,0.009,1,1,13
50,0.009,1,1,8.5
50,0.009,1,1,14
50,0.009,0,1,10
50,0.009,0,1,16
50,0.009,1,1,16
50,0.009,1,1,15
50,0.009,1,1,19
50,0.009,1,1,15
50,0.009,1,1,18
50,0.008,1,1,10
50,0.008,1,1,16
50,0.008,1,1,20
50,0.008,1,1,21
50,0.008,1,1,19
50,0.008,1,1,16
50,0.008,1,1,21
50,0.008,1,1,15
50,0.008,1,1,13
50,0.008,1,1,19
50,0.008,1,1,11.5
50,0.008,1,1,16
50,0.008,1,1,12
50,0.008,1,1,16.5
50,0.008,0,1,16
50,0.008,1,0,19
50,0.008,1,0,15
50,0.008,1,1,17
50,0.008,1,1,17
50,0.008,1,1,18
50,0.008,1,0,19
50,0.008,1,1,16
50,0.008,1,1,19
50,0.008,1,1,20
50,0.008,0,1,15
50,0.01,0,1,11
50,0.01,0,1,10
50,0.01,0,1,20
50,0.01,1,1,12.5
50,0.01,1,1,7
50,0.01,0,1,17
50,0.01,0,1,16
50,0.01,0,1,16
50,0.01,0,1,10
50,0.01,0,1,15
50,0.01,0,1,16
50,0.01,0,1,11
50,0.01,0,1,12
50,0.01,0,1,18
50,0.01,0,1,16
50,0.01,0,1,11.5
50,0.01,0,1,19
50,0.01,0,1,11
50,0.01,0,1,14.5
50,0.01,0,1,17.5
50,0.01,0,1,16
50,0.01,0,1,13
50,0.01,0,1,21
50,0.01,0,1,20
50,0.01,0,1,13
50,0.01,0,1,14
50,0.01,0,1,11
50,0.01,0,1,19
50,0.01,0,1,11.5
50,0.01,1,1,13.5
50,0.01,0,1,13
50,0.01,0,1,17
50,0.01,0,1,14
50,0.01,0,1,15
50,0.01,0,1,15
56,0.009,1,1,20
56,0.009,1,1,21
56,0.009,1,1,19.5
56,0.009,1,1,20
56,0.009,1,1,18
56,0.009,1,1,16
56,0.009,1,1,19
56,0.009,1,1,22
56,0.009,1,1,20
56,0.009,1,1,21
56,0.009,1,1,15
56,0.009,1,1,18
56,0.009,1,1,17
56,0.009,1,1,15
56,0.009,1,1,19
56,0.009,1,1,19
56,0.009,1,1,15
56,0.009,1,1,20
56,0.009,1,1,20
56,0.009,1,1,19
56,0.009,1,1,16
56,0.009,1,1,20
56,0.009,1,1,20
56,0.009,1,1,19
56,0.009,1,1,19
56,0.01,1,1,11
56,0.01,1,1,17.5
56,0.01,1,1,14
56,0.01,1,1,21
56,0.01,1,1,14
56,0.01,0,1,11
56,0.01,1,1,22
56,0.01,1,1,21
56,0.01,1,1,18
56,0.01,1,1,21
56,0.01,1,1,13
56,0.01,1,1,15
56,0.01,1,1,14
56,0.01,1,1,16
56,0.01,1,1,14.5
56,0.01,1,1,22
56,0.01,1,1,20
56,0.01,1,1,15
56,0.01,1,1,17
56,0.01,1,1,17
56,0.01,1,1,12.5
56,0.01,1,1,18
56,0.01,1,1,13
56,0.01,1,1,14
56,0.01,1,1,18
56,0.01,1,1,18
56,0.01,0,1,10
56,0.01,0,1,11
56,0.01,1,1,15
56,0.01,1,1,16
56,0.01,1,1,17
56,0.01,1,1,18
56,0.01,1,1,16
56,0.01,1,1,15
56,0.01,1,1,16
56,0.01,1,1,13
56,0.01,1,1,15
56,0.01,1,1,18
22,0.01,1,1,4
22,0.01,1,1,4
22,0.01,1,1,4
22,0.01,1,1,5
22,0.01,1,1,5.5
22,0.01,1,1,5
22,0.01,1,1,5
22,0.01,1,1,6
22,0.01,1,1,6.5
22,0.01,1,1,5
22,0.01,0,1,7
22,0.01,1,1,6
22,0.01,0,1,7
22,0.009,1,1,6
22,0.009,1,1,6.5
22,0.009,1,1,6.5
22,0.009,1,1,3.5
22,0.009,1,1,5
22,0.009,1,1,5
22,0.009,1,1,5
22,0.009,1,1,4
22,0.009,1,1,5
22,0.009,1,1,6
22,0.009,1,1,6
22,0.009,1,1,5
22,0.009,1,1,6
22,0.009,1,1,4
22,0.009,1,1,7
22,0.009,1,1,6
54,0.009,0,1,12
54,0.009,0,1,15
54,0.009,1,1,14.5
54,0.009,1,1,18
54,0.009,1,1,16
54,0.009,1,1,20
54,0.009,0,1,11
54,0.009,1,1,20
54,0.009,1,1,12.5
54,0.009,1,1,13.5
54,0.009,1,1,19
54,0.009,1,1,16
54,0.009,1,1,13
54,0.009,1,1,20
54,0.009,1,1,13
54,0.009,0,1,11
54,0.009,1,1,18
54,0.009,1,1,20
54,0.009,1,1,19
54,0.009,0,1,15.5
54,0.009,0,1,14
54,0.009,0,1,16
54,0.009,0,1,15
54,0.009,1,1,20
54,0.009,1,1,16
54,0.009,1,1,19
54,0.009,1,1,17
54,0.009,1,1,17
54,0.009,0,1,11
54,0.01,1,1,23
54,0.01,0,1,20
54,0.01,0,1,16
54,0.01,1,1,19
54,0.01,0,1,20
54,0.01,0,1,13
54,0.01,0,1,15
54,0.01,0,1,14
54,0.01,0,1,10
54,0.01,1,1,19
54,0.01,1,1,19
54,0.01,0,1,19
54,0.01,0,1,20
54,0.01,0,1,20
54,0.01,0,1,20
54,0.01,0,1,18
54,0.01,1,1,18
54,0.01,1,1,12
54,0.01,1,1,18
54,0.01,1,1,19
54,0.01,0,1,21
54,0.01,0,1,12
54,0.01,0,1,20
54,0.01,1,1,19
54,0.01,1,1,19
54,0.01,0,1,16
54,0.01,0,1,21
54,0.01,1,1,16
54,0.01,1,1,20
50,0.01,1,1,21
50,0.008,1,1,14
62,0.009,0,1,15.5
62,0.009,1,1,18
62,0.009,0,1,20
62,0.009,0,1,16
62,0.009,1,1,16
62,0.009,1,1,18
62,0.009,1,1,14
62,0.009,1,1,20
62,0.009,1,1,21
62,0.009,1,1,20
62,0.009,0,1,16
62,0.009,1,1,21
62,0.009,0,1,17
62,0.009,1,1,21
62,0.009,1,1,20
62,0.009,1,1,22
62,0.009,1,1,21
62,0.009,1,1,21
62,0.009,1,1,21
62,0.009,1,1,17
62,0.009,0,1,19.5
62,0.009,1,1,20
62,0.009,1,1,22
62,0.009,1,1,21
62,0.009,0,1,19
62,0.009,1,1,18
62,0.009,1,1,18.5
62,0.009,1,1,18.5
62,0.008,1,1,18
62,0.008,1,0,22
62,0.008,1,1,19
62,0.008,1,0,20
62,0.008,1,1,18
62,0.008,1,1,17
62,0.008,1,1,18.5
62,0.008,1,1,15
62,0.008,1,1,20
62,0.008,1,0,15
62,0.008,1,0,20
62,0.008,1,1,16
62,0.008,1,0,16
62,0.008,1,1,15
62,0.008,1,0,18
62,0.008,1,1,22
62,0.008,1,1,19
62,0.008,1,1,19
62,0.008,1,1,19
62,0.008,1,1,18
73,0.01,1,1,21
73,0.01,1,1,20
73,0.01,1,1,23
73,0.01,0,1,18
73,0.01,1,1,23
73,0.01,1,1,25
73,0.01,1,1,19
73,0.01,1,1,23
73,0.01,1,1,22
73,0.01,1,1,20
73,0.01,1,1,25
73,0.01,1,1,22
73,0.01,1,1,23
73,0.01,1,1,20
73,0.01,1,1,21
73,0.01,0,1,15
73,0.01,0,1,18
73,0.01,1,1,25
73,0.01,0,1,17
73,0.01,1,1,20
73,0.01,1,1,20
73,0.01,0,1,16.5
73,0.01,1,1,22
70,0.009,1,1,15
70,0.009,1,1,12
70,0.009,1,1,15
70,0.009,1,1,21
70,0.009,1,1,12
70,0.009,1,1,19
70,0.009,1,1,12
70,0.009,1,1,20
70,0.009,1,1,17
70,0.009,1,1,17
70,0.009,1,1,18
70,0.009,1,1,18
70,0.009,1,1,16
70,0.009,1,1,19
70,0.009,1,1,18
70,0.009,1,1,12
70,0.009,1,1,15
70,0.009,0,1,19
70,0.009,1,1,19
70,0.009,1,1,23
70,0.009,1,1,20
70,0.009,1,1,19
70,0.009,1,1,15
62,0.008,1,1,18
62,0.008,1,0,21
77,0.008,1,1,21
77,0.008,1,1,20
77,0.008,1,0,19
77,0.008,1,1,24
77,0.008,1,1,18
77,0.008,1,1,20
77,0.008,1,0,25
77,0.008,1,0,22
77,0.008,1,0,24
77,0.008,1,1,21
77,0.008,1,1,23
77,0.008,1,1,23
77,0.008,1,1,22
77,0.008,1,1,22
77,0.008,1,1,21
73,0.01,1,1,26
73,0.01,1,1,21
73,0.01,0,1,14
73,0.01,1,1,21
73,0.01,1,1,25
73,0.01,1,1,25
73,0.01,1,1,22
73,0.01,0,1,13
73,0.01,0,1,14
73,0.01,1,1,24
73,0.01,0,1,15
73,0.01,1,1,22
73,0.01,1,1,19
73,0.01,0,1,20
73,0.01,0,1,25
73,0.01,1,1,20
73,0.01,0,1,24
73,0.01,1,1,26
73,0.01,1,1,24
73,0.01,1,1,19
73,0.01,1,1,16
55,0.01,1,1,23
55,0.01,1,1,20
55,0.01,0,1,16
55,0.01,1,1,19
55,0.01,0,1,20
55,0.01,0,1,13
55,0.01,0,1,15
55,0.01,0,1,14
55,0.01,0,1,10
55,0.01,1,1,19
55,0.01,1,1,19
55,0.01,0,1,20
55,0.01,0,1,20
55,0.01,0,1,20
55,0.01,0,1,18
55,0.01,1,1,18
55,0.01,0,1,12
55,0.01,1,1,18
55,0.01,0,1,19
55,0.01,0,1,21
55,0.01,1,1,12
55,0.01,0,1,20
55,0.01,1,1,19
55,0.01,1,1,19
55,0.01,0,1,16
55,0.01,0,1,21
55,0.01,0,1,16
55,0.01,0,1,20
77,0.008,1,1,20
77,0.008,1,1,21
49,0.009,1,1,12.5
77,0.01,0,1,20
77,0.01,1,1,24
77,0.01,1,1,25
77,0.01,0,1,20
77,0.01,1,1,18
77,0.01,1,1,21
77,0.01,1,1,22
77,0.01,0,1,21
77,0.01,0,1,22.5
77,0.01,1,1,23
77,0.01,0,1,23
77,0.01,0,0,22
77,0.01,1,1,23.5
77,0.01,1,0,22
77,0.01,0,1,19
77,0.01,1,0,21
77,0.01,0,1,22
77,0.01,1,1,23
77,0.01,1,0,20
77,0.01,1,1,23
77,0.01,0,1,23
77,0.01,1,1,19.5
77,0.01,0,1,21
77,0.01,1,1,23
77,0.01,1,0,20
77,0.01,1,0,20
77,0.01,1,1,23.5
77,0.01,1,1,23
77,0.01,1,1,21
77,0.009,1,1,19
77,0.009,1,1,21
77,0.009,0,1,20
77,0.009,1,1,22
77,0.009,1,1,21
77,0.009,1,1,23
77,0.009,0,1,23
77,0.009,1,1,27
77,0.009,1,1,22
77,0.009,0,1,17
77,0.009,1,1,21
77,0.009,1,1,24
77,0.009,1,1,22
77,0.009,1,1,23.5
77,0.009,1,1,18
77,0.009,1,1,18
77,0.009,1,1,22
77,0.009,1,1,23
77,0.009,1,1,25
77,0.009,1,1,20
77,0.009,1,1,22
77,0.009,1,1,22
77,0.009,1,1,21
77,0.009,1,1,23
77,0.009,1,1,21
77,0.009,1,1,20
77,0.009,1,1,23
77,0.009,1,1,22
83,0.008,1,1,18
83,0.008,1,0,24
83,0.008,1,1,20
83,0.008,1,0,24
83,0.008,1,1,23
83,0.008,1,1,23
83,0.008,1,0,14
83,0.008,1,0,22
83,0.008,1,0,19
83,0.008,1,0,22
83,0.008,1,0,17
83,0.008,1,1,16.5
83,0.008,1,0,18
83,0.008,1,1,20
83,0.008,1,1,23
83,0.008,1,0,24
83,0.008,1,1,21
83,0.008,1,1,18
83,0.008,1,0,24
83,0.008,1,1,18
83,0.008,1,1,19
83,0.008,1,1,23
83,0.008,1,1,25
83,0.008,1,1,21
83,0.008,1,0,17
83,0.008,1,0,22
83,0.009,1,1,28
83,0.009,1,1,23
83,0.009,1,1,18
83,0.009,1,1,20
83,0.009,1,1,23
83,0.009,1,1,24
83,0.009,1,1,22
83,0.009,1,1,21
83,0.009,1,1,25
83,0.009,1,1,25
83,0.009,1,1,16
83,0.009,1,1,25
83,0.009,1,1,22
83,0.009,1,1,21.5
83,0.009,1,1,24
83,0.009,1,1,19
83,0.009,1,1,24
83,0.009,1,1,23
83,0.009,1,1,22
83,0.009,1,1,23
83,0.009,1,1,21
83,0.009,1,1,19
83,0.009,1,1,20
83,0.009,1,1,21.5
83,0.009,1,1,19
83,0.009,1,1,26
83,0.009,1,1,24
83,0.009,1,1,24
83,0.009,1,1,26
83,0.009,1,1,23
83,0.01,0,1,24
83,0.01,1,1,24.5
83,0.01,1,1,23
83,0.01,0,1,25
83,0.01,0,1,19
83,0.01,0,1,20
83,0.01,1,1,23
83,0.01,1,1,21
83,0.01,0,1,26
83,0.01,0,1,20
83,0.01,1,1,21
83,0.01,0,1,16.5
83,0.01,0,1,19
83,0.01,1,1,20
83,0.01,0,1,18
83,0.01,1,1,20
83,0.01,0,1,17
83,0.01,1,1,21
83,0.01,1,1,25
83,0.01,1,1,25
83,0.01,0,1,22
83,0.01,1,1,27
83,0.01,0,1,24
83,0.01,0,1,25
83,0.01,0,1,24
83,0.01,0,1,23
83,0.01,1,1,21
83,0.01,1,1,23
83,0.01,1,1,25
83,0.01,1,1,20
83,0.01,0,1,15
83,0.01,0,1,22
83,0.01,0,1,15
83,0.01,0,1,21
83,0.01,0,1,20
83,0.01,0,1,25
83,0.01,1,1,17
83,0.01,0,1,19
83,0.011,1,1,22
83,0.011,1,1,25
83,0.011,1,1,24
83,0.011,1,1,22
83,0.011,1,1,22
83,0.011,1,1,18
83,0.011,1,1,24
83,0.011,1,1,20
83,0.011,1,1,19
83,0.011,0,1,21
83,0.011,1,1,22
83,0.011,1,1,23
83,0.011,1,1,26.5
83,0.011,1,1,21
83,0.011,1,1,23
83,0.011,0,1,17
83,0.011,1,1,24
83,0.011,1,1,22
83,0.011,1,1,25
83,0.011,1,1,22
83,0.011,1,1,17
83,0.011,1,1,22
83,0.011,1,1,18
83,0.011,1,1,23
83,0.011,1,1,19
83,0.011,1,1,23
83,0.011,1,1,23
83,0.011,1,1,26
83,0.011,1,1,26
80,0.009,1,1,24
80,0.009,1,1,20
80,0.009,1,1,20
80,0.009,1,1,20
80,0.009,1,1,19
80,0.009,1,1,20
80,0.009,1,1,16
80,0.009,1,1,19
80,0.009,1,1,23
80,0.009,1,1,19
80,0.009,1,1,22
80,0.009,1,1,24
80,0.009,1,1,21
80,0.009,1,1,14
80,0.009,1,1,21
80,0.009,1,1,20
80,0.009,1,1,22
80,0.009,1,1,18
80,0.009,1,1,18
80,0.009,1,1,22
80,0.009,1,1,17
80,0.009,1,1,16
80,0.009,1,1,19
80,0.009,1,1,15
80,0.009,1,1,21
80,0.009,1,1,19
80,0.009,1,1,23
80,0.009,1,1,24
80,0.009,1,1,18
80,0.009,1,1,16
80,0.009,1,1,18
80,0.009,1,1,16
80,0.009,1,1,16
80,0.009,1,1,17
80,0.01,1,1,20
80,0.01,1,1,18
80,0.01,1,1,18
80,0.01,1,1,20
80,0.01,1,1,23
80,0.01,0,1,14
80,0.01,1,1,21
80,0.01,1,1,21
80,0.01,0,1,17
80,0.01,0,1,19
80,0.01,0,1,16
80,0.01,1,1,21
80,0.01,1,1,21
80,0.01,1,1,19.5
80,0.01,0,1,10
80,0.01,0,1,14
80,0.01,1,1,21
80,0.01,0,1,14
80,0.01,1,1,21
80,0.01,1,1,24
80,0.01,0,1,17
80,0.01,1,1,23
80,0.01,1,1,18
80,0.01,1,1,24
80,0.01,0,1,17
80,0.01,1,1,20
80,0.01,1,1,13
80,0.01,1,1,22
80,0.01,0,1,13
80,0.01,0,1,18.5
80,0.01,1,1,22
80,0.01,1,1,22
80,0.01,1,1,23
80,0.011,0,1,17
80,0.011,0,1,21
80,0.011,0,1,23
80,0.011,0,1,15
80,0.011,0,1,16.5
80,0.011,0,1,16
80,0.011,0,0,23
80,0.011,0,1,15.5
80,0.011,0,1,24
80,0.011,0,1,21
80,0.011,0,1,18
80,0.011,0,1,23
80,0.011,0,1,21
80,0.011,0,1,18
80,0.011,0,1,25
80,0.011,0,1,25
80,0.011,0,1,22
80,0.011,0,1,13
80,0.011,0,1,23
80,0.011,0,1,25
80,0.011,0,1,19
80,0.011,0,1,21
80,0.011,0,1,22
80,0.011,0,1,23
80,0.011,0,1,23
80,0.011,0,1,20
85,0.01,0,1,18
85,0.01,0,1,22
85,0.01,0,1,23
85,0.01,1,1,25
85,0.01,1,1,21
85,0.01,1,1,21
85,0.01,1,1,25
85,0.01,1,1,24
85,0.01,0,1,20
85,0.01,1,1,24
85,0.01,0,1,21
85,0.01,0,1,22
85,0.01,1,1,22
85,0.01,1,1,23
85,0.01,1,1,24
85,0.01,1,1,20
85,0.01,0,1,23
85,0.01,1,1,25
85,0.01,1,1,25
85,0.01,1,1,22
85,0.01,1,1,19
85,0.01,1,1,23
85,0.01,1,1,20
85,0.01,1,1,23
85,0.01,0,1,22
85,0.01,0,1,18
85,0.01,1,1,22
85,0.01,1,1,23
85,0.011,0,1,20
85,0.011,0,1,17
85,0.011,0,1,17
85,0.011,1,1,21
85,0.011,0,1,26
85,0.011,0,1,25
85,0.011,0,1,23
85,0.011,0,1,26
85,0.011,0,1,22
85,0.011,0,1,26
85,0.011,0,1,20
85,0.011,0,1,23
85,0.011,0,1,18
85,0.011,0,1,23
85,0.011,0,1,23
85,0.011,0,1,25
85,0.011,0,1,22
85,0.011,0,1,25
85,0.011,0,1,25
85,0.011,0,1,16
85,0.011,1,1,19
85,0.011,0,1,25
85,0.011,1,1,24
85,0.011,0,1,20
85,0.011,0,1,24
85,0.011,0,1,24
90,0.011,1,1,25
90,0.011,0,1,24
90,0.011,1,1,22
90,0.011,0,1,23
90,0.011,0,1,24
90,0.011,1,1,23
90,0.011,1,1,28
90,0.011,0,1,23
88,0.01,0,1,24
88,0.01,0,1,21
88,0.01,1,1,28
88,0.01,0,1,25
88,0.01,1,1,28
88,0.01,1,1,20
88,0.01,1,1,25
88,0.01,0,1,26
88,0.01,0,1,24
88,0.01,1,1,27
88,0.01,1,1,26
88,0.01,1,1,26
88,0.01,0,1,23
88,0.01,1,1,23
88,0.01,1,1,24
88,0.01,1,1,22
88,0.01,1,1,27
88,0.01,1,1,28
88,0.01,1,1,25
88,0.01,1,1,25
200,0.01,1,1,24
200,0.01,1,1,27
200,0.01,1,1,26
200,0.01,1,1,30
200,0.01,1,1,27
200,0.01,1,1,30
200,0.01,1,1,27
200,0.01,1,1,29
200,0.01,1,1,30
200,0.01,1,1,29
200,0.01,1,1,29
200,0.01,1,1,28
200,0.01,1,1,26
200,0.01,1,1,25
200,0.01,1,1,26
200,0.01,1,1,25
200,0.01,1,1,26
200,0.01,1,1,27
200,0.01,1,1,24
200,0.01,1,1,26
200,0.01,1,1,26
200,0.01,1,1,29
200,0.01,1,1,25
200,0.01,0,1,30
200,0.01,0,1,25
200,0.01,0,1,27
200,0.01,0,1,27
200,0.01,0,1,25
200,0.01,0,1,26
200,0.01,0,1,27
200,0.01,0,1,25
90,0.011,0,1,23
90,0.011,0,1,23
90,0.011,0,1,22
90,0.011,1,1,23
90,0.011,0,1,23
90,0.011,0,1,21
90,0.011,1,1,28
90,0.011,1,1,25
90,0.011,1,1,24
90,0.011,1,1,24
90,0.011,1,1,24
90,0.011,0,1,26
90,0.011,1,1,24
90,0.011,0,1,28
90,0.008,1,1,24
90,0.008,1,1,23
90,0.008,1,0,25
90,0.008,1,0,24
90,0.008,1,0,22
90,0.008,1,0,24
90,0.008,1,0,23
90,0.008,1,1,22
90,0.008,1,1,23
90,0.008,1,0,24
90,0.008,1,0,20
90,0.008,1,1,25
90,0.008,1,0,23
90,0.008,1,0,20
90,0.008,1,0,24
90,0.008,1,1,25
90,0.008,1,1,24
90,0.008,1,1,23
90,0.008,1,1,22
90,0.008,1,1,23
90,0.008,1,1,20
90,0.008,1,1,23
90,0.008,1,1,19
90,0.009,1,1,24
90,0.009,1,1,24
90,0.009,1,1,23
90,0.009,1,1,24
90,0.009,1,1,26
90,0.009,1,1,28
90,0.009,1,1,23
90,0.009,1,1,26
90,0.009,1,1,23
90,0.009,1,1,23
90,0.009,0,1,26
90,0.009,1,1,27
90,0.009,1,1,26
90,0.009,0,1,25
90,0.009,1,1,26
90,0.009,1,1,28
90,0.009,1,1,26
106,0.01,1,1,22
106,0.01,1,1,26
106,0.01,1,1,28
106,0.01,1,1,25
106,0.01,1,1,32
106,0.01,1,1,30
106,0.01,1,1,25
106,0.01,1,1,26
106,0.01,0,1,24
106,0.01,1,1,26
106,0.01,1,1,25
106,0.01,1,1,23
106,0.01,1,1,26
106,0.01,1,1,22
106,0.01,1,1,25
106,0.01,1,1,27
107,0.009,1,1,25
107,0.009,1,1,25
107,0.009,1,0,29
107,0.009,1,0,26
107,0.009,1,1,25
107,0.009,1,0,26
107,0.009,1,1,26
107,0.009,1,0,29
107,0.009,1,1,24
107,0.009,1,1,25
107,0.009,1,0,26
107,0.009,1,1,25
107,0.009,1,1,26
107,0.009,1,0,28
